,title,company,salary,location,company_rating,description
402,Data Scientist,JLL,,"Washington, DC",3.7,"About JLL –
We’re JLL—a leading professional services and investment management firm specializing in real estate. We have operations in over 80 countries and a workforce of over 91,000 individuals around the world who help real estate owners, occupiers and investors achieve their business ambitions. As a global Fortune 500 company, we also have an inherent responsibility to drive sustainability and corporate social responsibility. That’s why we’re committed to our purpose to shape the future of real estate for a better world. We’re using the most advanced technology to create rewarding opportunities, amazing spaces and sustainable real estate solutions for our clients, our people and our communities.
Our core values of teamwork, ethics and excellence are also fundamental to everything we do and we’re honored to be recognized with awards for our success by organizations both globally and locally.
Creating a diverse and inclusive culture where we all feel welcomed, valued and empowered to achieve our full potential is important to who we are today and where we’re headed in the future. And we know that unique backgrounds, experiences and perspectives help us think bigger, spark innovation and succeed together.
If this job description resonates with you, we encourage you to apply even if you don’t meet all of the requirements below. We’re interested in getting to know you and what you bring to the table!
Experience working with data in RRO/RRE, R, Python, Apache Spark and SQL
Strong fundamentals in software engineering with R and Python
Understanding of statistical and machine learning concepts
Data visualization and communication best practices
Bonus
Experience with data at scale technologies such as hadoop/hive/presto/beam
Cloud infrastructure Azure/AWS/GCP with terraform/docker
Programming in multiple languages such as R/C#/golang/scala/C/C++
Experience with survival models and MCMC methods for Bayesian estimation
Experience with prognostics and health management
Working knowledge of mathematical or advanced machine learning concepts
What you can expect from us
We succeed together and believe the best inspire the best, so we invest in supporting each other, learning together and celebrating our success.
Our Total Rewards program reflects our commitment to helping you achieve your career ambitions, recognizing your contributions, investing in your well-being and providing competitive benefits and pay.
We can’t wait to see where your ambitions take you at JLL. Apply today!"
403,Data Scientist - TS/SCI,KBR,,"Township of Beavercreek, OH",4.1,"Data Scientist
Position Overview:
Centauri is looking for a detail oriented, motivated, and organized Data Scientist to work as part of a team to clean, analyze, and produce insightful reporting on government data. Qualified candidates will have familiarity with Structured Observation Management (SOM) and be able to gain insights from both structured and unstructured data. The ideal candidate is adept at using large data sets to find trends for intelligence reporting and will be proficient in process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and producing easily understood visuals to represent findings. Candidate will work closely with Data Managers and stakeholders to tailor their analysis to answer key questions. The candidate must have a strong understanding of Geographic Information Systems (GIS) and statistical analysis.
Responsibilities:
Use statistical research methods to analyze datasets produced through multiple sources of intelligence production.
Mine and analyze data from databases to answer key intelligence questions.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to produce reporting about future trends based on historical data.
Spatially analyze geographic data using GIS tools
Visualize findings in easily understood graphics and aesthetically appealing finished reports
Qualifications for Data Scientist:
Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.
Strong GIS knowledge, particularly with the Esri tool suite including ArcMap, ArcGIS Pro, and ArcGIS Online.
Experience in basic visualization methods, especially using tools such as Tableau, ggplot, and matplotlib. Further credit will be given to those with experience making interactive reports in R and Python or dashboards in Tableau or other government furnished tools.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Education/Experience:
Bachelor’s Degree in Statistics, GIS, Mathematics, Computer Science, Engineering or related fields, and 3+ years experience.
Security Requirements:
Active TS/SCI Security Clearance"
404,Data Scientist,Hospital for Special Surgery,,"New York, NY 10021 (Upper East Side area)",4.2,"Overview:
How you move is why we’re here.
®
Now more than ever.
Get back to what you need and love to do.
The possibilities are endless...
Now more than ever, our guiding principles are helping us in our search for exceptional talent - candidates who align with our unique workplace culture and who want to maximize
the abundant opportunities for growth and success.
If this describes you then let’s talk!
HSS is consistently among the top-ranked hospitals for orthopedics and rheumatology by
U.S. News & World Report
. As a recipient of the
Magnet
Award for Nursing Excellence, HSS was the first hospital in New York City to receive the distinguished designation. Whether you are early in your career or an expert in your field, you will find HSS an innovative, supportive and inclusive environment.
Working with colleagues who love what they do and are deeply committed to our Mission, you too can be part of our transformation across the enterprise
Data Scientist
Hospital for Special Surgery (HSS), the world leader in musculoskeletal health, is seeking a Data Scientist to join the Center for Analytics, Modeling, & Performance (CAMP). This new venture aligns experts in data engineering, data science, operational excellence, and medicine to pioneer new and innovative care delivery models, power our digital care platforms, incorporate novel technologies into care, augment clinical decision-making, set new standards in patient experience, advance the field of musculoskeletal health, and ultimately drive industry transformation. In short, CAMP focuses on ‘solving the unsolvable’, developing new technology and operating models to tackle the most complex problems, provide greater operational agility, and deliver a highly personalized patient and consumer experience. To accomplish these goals, HSS and CAMP will leverage its uniquely large musculoskeletal data set, spanning decades of care delivery and including diagnostic imaging, clinical notes, surgical planning guides, and postoperative outcomes.
Job Summary
As a CAMP Data Scientist, you will play a critical role in utilizing data science, applied statistics, and data analytics to improve the wellbeing of HSS patients and beyond by advancing new best-practices and innovations in musculoskeletal care. You will work on the cutting edge of data science in performance measurement and care delivery alongside a group of highly motivated scientists, analysts, clinicians, and operational staff giving you a unique opportunity to understand how applied research and analytics is directly used in clinical care.
Responsibilities
Lead data science projects focused on the application of statistics and statistical methods. Design, prototype, and test novel clinical and digital interventions and models, leveraging machine learning and deep learning (including recurrent and convolutional neural networks) to predict patient outcomes relevant to musculoskeletal, orthopedic, and rheumatological health.
Leverage advanced computer programming and large datasets toward those ends, including our structured electronic medical record, unstructured clinical notes, and various imaging modalities, focused on developing domain expertise in medicine and musculoskeletal health.
Work and collaborate with clinical teams, physicians, and operational leaders to develop strategies and data science products to solve real-world problems facing doctors and patients, toward optimizing care, minimizing surgical complications, and managing musculoskeletal disease as efficiently as possible while maintaining the best outcomes for our patients.
Work with data engineers to deploy designed and well-tested ML models into clinical practice, helping design appropriate frameworks to test and monitor ongoing model performance (e.g., model drift, data drift) and evaluate true downstream impact on clinical care and efficiency (beyond predictive performance).
Provide methodological, statistical, design, and analytical guidance for new and ongoing operations and applied research projects; facilitate new data collection as appropriate (from novel surveys or new technologies); help assess and measure hospital and provider performance.
Qualifications:
Experience and Skills
Bachelor’s degree or higher in applied math, computer science, statistics, data science, engineering, or related field required. Master’s or PhD preferred.
Minimum 2 years working on multiple projects involving large data sets, including training, testing, and deploying machine learning algorithms using AWS, and specific experience with deep learning required (e.g., RNNs, CNNs, etc). Prior experience translating data findings and data science concepts for lay audiences, including the production of presentations for senior-level audiences (excellent verbal and written communication skills) also required.
Advanced understanding of data science and statistical concepts, computer programming, and their applications to real-world data required. Specifically, strong programming proficiency (e.g., Python, TensorFlow, PyTorch, R, Spark, SQL). Prior experience with code repositories such as git or equivalent also required.
Ability to challenge existing ideas and develop and champion new ones that add value to the organization. Ability to analyze problems, issues and opportunities systematically and logically to make decisions that support the mission, vision, values and goals of the organization.
Bias towards action and collaboration: the ability to fully own and manage multiple workstreams, eagerly roll up sleeves to collaborate with others and fill in and contribute where there are gaps.
Experience with AWS SageMaker services, including SageMaker Studio, model and data monitor, feature store, ground truth, or augmented AI preferred.
Experience with AWS AI Services such as Comprehend Medical, Textract, Polly, or Rekognition, or equivalent services with GCP or Azure preferred.
Experience with projects related to healthcare or orthopedics (could include delivery systems, managed care organizations, accreditation organizations, health insurance companies, or firms that consult in the healthcare sphere)"
405,Data Scientist - TS/SCI,KBR,,"Township of Beavercreek, OH",4.1,
406,Data Scientist,Hospital for Special Surgery,,"New York, NY 10021 (Upper East Side area)",4.2,
407,Data Scientist,Wawa,,"Wawa, PA",3.9,
408,OMMA Data Scientist,State Department of Health,"Up to $65,000 a year","Oklahoma City, OK",3.9,
409,Data Scientist,Core4ce,,Remote,,
410,Senior Data Scientist,Aon Corporation,"$135,000 - $165,000 a year","Washington, DC",3.7,
411,Data Scientist,"Bespoke Technologies, Inc.",,"McLean, VA",,
412,Data Scientist,Colsh Consultants,,"Bridgewater, NJ+4 locations",,
413,Data Scientist,kraken,,+1 locationRemote,3.8,
414,Data Scientist,Citizens,,"Columbus, OH+5 locations",3.4,
415,Data Scientist,Pros.,,Remote,,
416,Data Scientist,Arrive Logistics,,"Hybrid remote in Austin, TX+1 location",3.0,
417,"Research Scientist - HPC, WWPS Data and Machine Learning","Amazon Web Services, Inc.","$125,000 a year",Remote,3.5,
418,Certifying Scientist - Data Review - Toxicology,Labcorp,,"Research Triangle Park, NC 27709",3.4,
419,"Remote - Senior Data Scientist, Marketing & Customer",Toyota,,"Remote in Plano, TX",4.0,
420,Data Scientist,Dopple,,"Remote in New York, NY",,"Dopple is seeking an experienced Data Scientist to help us build the most joyful and fun shopping experience for parents. In this role, you will lead the charge at Dopple leveraging data to transform the way parents discover new brands and styles for their kids via deep personalization, smart recommendations and data-driven decision-making. You will grow and lead the Data team and work cross-functionally with company leadership, Operations, Engineering and Merchandising teams to supercharge the Dopple data platform, from which to model customers’ preferences and buying intent to identify new opportunities, mitigate subscriber churn, and amplify the impact of both new and existing product capabilities.
Please note that this role can be based in New York, NY or remote within the US.
Your responsibilities will include:
Hire, grow and develop a world-class Data organization at Dopple.
Design, build, and roll out new algorithmic capabilities.
Lead your team along the entire model life-cycle by designing your own models, exploring the data, deploying, testing and monitoring the output.
Build and maintain a best-in-class recommendation engine that personalizes and ranks apparel from Dopple’s 250+ (and growing!) brand partners for our customers and expert Stylists.
Partner with Engineering leadership to structure project work plans, roadmaps and communication to uncover data insights that inform major product and business decisions.
Leverage data to build conviction and consensus around prioritizing features that improve the customer and vendor experience and scale the business.
Advocate for process improvements to quickly drive Dopple’s data platform forward with a metrics-driven, continuous improvement approach.
Quickly synthesize ambiguous customer problems into clear situation analyses, summarizing the impact radius, solution options, and trade-offs of each.
The ideal candidate will exceed the following requirements:
4+ years experience in data science or engineering roles, building and launching successful data-driven products at scale.
Experience building and managing a high-performing data team.
Prior experience building a recommendation engine / matching functionality at a two-sided marketplace.
Well-versed in machine learning in theory and in production environments, and are proficient in deploying apps in Python.
Demonstrate strong cross-functional communication skills that help simplify and move complex problems forward with business partners.
Familiarity with data warehousing (experience with Tableau, Stitch, dbt and BigQuery a strong plus).
Experience with Django technology stack is a plus.
B.A., B.S./M.S. or similar degree in a technical discipline (Engineering, Computer Science, Mathematics, Statistics) from a leading institution is strongly preferred.
What We Offer:
Competitive salary and equity package
Company-subsidized medical, dental & vision insurance
Unlimited paid time off & work from home flexibility (during and after COVID-19)
Free Dopple subscription and significant employee discounts
Learning and development programs, including education reimbursement
About Dopple:
Dopple is reimagining kids’ retail, creating the most joyful shopping experience for parents! We are the premier children's clothing subscription service, offering the world's coolest kids styles in a convenient try-on-at-home model. Parents simply tell Dopple what they want and need via a short quiz and Dopple does the rest, curating a unique “Drop” of the coolest kids’ clothing and accessories selected for each customer’s budget, style and size.
Our team is passionate about leveraging data, customer feedback and our incredible selection of the world’s best childrenswear brands to curate and deliver personalized styles at amazing prices. We are a close-knit team of hardworking, creative builders and problem solvers in New York, NY; North Bergen, New Jersey; San Francisco, CA and distributed around the world.
We’re supported by some of the top consumer technology investors including Bullpen Capital, Precursor Ventures, and Goodwater Capital.
We are an equal opportunity employer that celebrates diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, disability status, or any other characteristic protected by federal, state, or local laws."
421,REMOTE Senior Data Scientist,City of Hope,,"Remote in Irwindale, CA",3.7,"About City of Hope
City of Hope, an innovative biomedical research, treatment and educational institution with over 6,000 employees, is dedicated to the prevention and cure of cancer and other life-threatening diseases and guided by a compassionate, patient-centered philosophy.
Founded in 1913 and headquartered in Duarte, California, City of Hope is a remarkable non-profit institution, where compassion and advanced care go hand-in-hand with excellence in clinical and scientific research. City of Hope is a National Cancer Institute designated Comprehensive Cancer Center and a founding member of the National Comprehensive Cancer Network, an alliance of the nation’s leading cancer centers that develops and institutes standards of care for cancer treatment.
This Is A Fully Remote Opportunity. Candidate May Sit At Any Of The 48 States.
Position Summary
City of Hope, an innovative biomedical research, treatment and educational institution with over 6000 employees, is dedicated to the prevention and cure of cancer and other life-threatening diseases and guided by a compassionate, patient-centered philosophy.
Founded in 1913 and headquartered in Duarte, California, City of Hope is a remarkable non-profit institution, where compassion and advanced care go hand-in-hand with excellence in clinical and scientific research. City of Hope is a National Cancer Institute designated Comprehensive Cancer Center and a founding member of the National Comprehensive Cancer Network, an alliance of the nation’s leading cancer centers that develops and institutes standards of care for cancer treatment.
The Data Scientist in this role will query and analyze large complex datasets to discover insights to apply to an evolving cancer care delivery environment. The Data Scientist will use data mining, statistics and machine learning to understand relationships and patterns in data, build predictive models and propose actionable solutions.
Key Responsibilities include:
Collaborate with administrative leaders, clinicians and IT specialists
Query large datasets from multiple systems
Build machine learning models
Design and implementation of pilots for validation and optimization of models in real time
Produce technical documentation, visualizations and presentations
Lead projects with multiple work streams or complex tasks
Project management for complex tasks
Complete individual or collaborative projects independently
Provide key subject matter expertise and leadership in advancing the use of AI technologies in precision medicine and clinical decision support
Provide mentorship and guidance to more junior staff
Other duties as assigned or requested
Basic education, experience and skills required for consideration:
PhD degree in computer science, engineering, statistics, mathematics, physics, or fields related to data science with 0+ years of experience as a data scientist, Master’s degree with 3+ years of experience; or Bachelor’s degree with 5+ years of experience
Must be knowledgeable in at least one scientific computing language such as Python (e.g. pandas, scikit-learn, genism, seaborn, tensorflow), R (e.g. caret, dplyr, ggplot2), and Matlab
Solid experience in Machine learning (RandomForest, XGBoost/ LightGBM, etc.) and deep learning (CNN, RNN, LSTM, etc.) techniques
Proficiency in at least one programming language (e.g. Python, Java, C/C++)
Capable of turning questions into testable hypotheses, extracting data from complex databases, creating and evaluating statistical models
Experience in data visualization and ability to communicate results to a non-technical audience
Experience in completing end to end projects with minimal to no supervision
Experience in being a part of big projects with many internal and external teams involved
Experience managing collaborative data science projects
Experience mentoring or leading teams of data scientists
Strong track record of data science publications, or extensive experience in developing production grade models and managing them in production
Preferred education experience and skills:
Familiarity with a health care environment and EHR data
Familiarity with genomics and medical imaging data
Time series analysis
Natural Language Processing (NLP)
Cloud services platforms like Amazon AWS and Microsoft Azure
Awareness of the most recent trends and developments in the Data Science / Machine Learning fields
Additional Information:
We currently have 2 Opening for this Role
To protect the health of patients and staff and to comply with new State of California mandates, City of Hope staff are required to show proof of full vaccination by September 30, 2021. Compliance is a condition of employment.
City of Hope is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, or status as a qualified individual with disability.
#LI-CL"
422,Data Scientist - Personal Auto (open to remote),American Family Insurance,"Up to $165,700 a year","Remote in Madison, WI+4 locations",3.7,"At American Family Insurance, we believe people are an organization’s most valuable asset, and their ideas and experiences matter. From our CEO to our agency force, we’re committed to growing a diverse and inclusive culture that empowers innovation that will inspire, protect, and restore our customers’ dreams in ways never imagined.
American Family Insurance is driven by our customers and employees. That’s why we provide more than just a job – we provide opportunity. Whether you’re already part of our team in search of a new challenge or new to our company and ready for what’s next, you’re in the right place. Every dream is a journey that starts with a single step. Start your journey right here. Join our team. Bring your dreams.
Job ID:
R26350 Data Scientist - Personal Auto (open to remote) (Open)
Compensation may vary based on the job level and your geographic work location.
Compensation Minimum:$103,500
Compensation Maximum:$165,700
Summary:
American Family Insurance Auto Center of Excellence (CoE) Predictive Analytics team is looking for a data scientist to help support and enhance our Auto and Specialty lines insurance pricing. Data scientists in the Auto COE provide data-driven solutions to new and complex business problems, develop innovative strategies, and monitor/adjust solutions based on changing markets and future trends. They apply and integrate statistical, mathematical, predictive modeling and business analysis skills to manage and manipulate complex high volume data from a variety of sources. You will collaborate closely with business teams (product, state management, actuarial) and the Data Engineering teams to build modeling pipeline, iteratively enhance model performance, and share out results to stakeholders.
Job Description:
Responsibilities
:
Explores data using a variety of statistical techniques to proactively identify relationships, creates insights and answers business questions or guides future model development
Translates business needs into viable predictive modeling solutions and brings new and innovative ideas or approaches
Identifies proper model structure and statistical measurement to support various hypothesis testing
Incorporates findings and provides industry and competitor insights as part of model development and enhancement
Writes clean and production ready code that can be easily maintained and leveraged by engineering and IT teams
Builds and tests models and investigates areas for future improvement with minimal guidance
Participates in Team's Agile ceremonies (sprint planning, retrospective, demo)
Translates quantitative analyses into business friendly visuals for non-technical audience, present model findings by tailoring messages to various audiences
Supports actuarial and state management teams in state specific model customization, filing, and roll out
Provides sufficient model documentation
Collaborates with IT to bring models into production
Keeps abreast of latest relevant technologies and proposes new ones to the team
Travel Requirements
This position requires travel up to 10% of the time.
Specialized Knowledge and Skills Requirements
Demonstrated experience providing customer-driven solutions, support or service.
Ability to work as part of a team and to communicate effectively.
Proficiency in programming languages suitable for database access, scripting, statistical analysis, and system development. Understanding of software development best practices including source control, coding standards and testing frameworks.
Demonstrated experience formulating, approaching, and solving complex analytical problems using a quantitative, scientific approach.
Demonstrated experience working with large, complex datasets using big data technologies and script.
Solid knowledge and understanding managing data to scale using data summarization, query and analysis software and tools.
Basic Qualifications
Solid understanding of statistical (Generalized Linear Models, Logistic Regressions, etc.) and machine learning (GBM, Random Forest, Decision Trees, etc.) models
Familiar with statistical programming languages such R and/or Python
Adaptable, open minded, resourceful, and collaborative
(Preferred) Prior experiences in auto insurance product and pricing
Education and Licenses
Preferred: Bachelor’s or Master's Degree in Mathematics, Actuarial Science, Economics, Statistics, Physics, Computer Sciences or Engineering, or related field or equivalent experience.
Additional Job Information:
Depending on qualifications, candidates may be considered at different levels.
Offer to selected candidate will be made contingent on the results of applicable background checks.
Offer to selected candidate is contingent on signing a non-disclosure agreement for proprietary information, trade secrets, and inventions.
We are open to hiring candidates to work remotely (anywhere in the USA).
#LI-Remote
When you work at American Family you can expect benefits that support your physical, emotional, and financial wellbeing. You will have access to comprehensive medical, dental, vision and wellbeing benefits that enable you to take care of your health. We also offer a competitive 401(k) contribution, a pension plan, an annual incentive, and a paid-time off program. In addition, our student loan repayment program and paid-family leave are available to support our employees and their families. Interns and contingent workers are not eligible for American Family Enterprise benefits.
We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.
Stay connected: Join Our Enterprise Talent Community!
LI:DB1"
423,Junior Data Scientist,Dark Wolf Solutions,,"McLean, VA",4.5,"Dark Wolf Solutions
is looking for a
Data Scientist
to work onsite with the customer to perform analysis of existing data. The ideal candidate will use existing data to find patterns, commonalities, trends, and make predictions to present to the customer to contribute and enhance intelligence and national security. The selected candidate must be comfortable communicating with a wide range of stakeholders and functional teams as well as writing reports.
Required Qualifications:
Must have at minimum a Bachelor's in Statistics, Mathematics, Computer Science or another related field.
3+ years as a data scientist or relevant experience
2+ years of experience with developing data models and algorithms to apply to data sets
2+ years of experience with databases and statistical computer languages
Experience with Microsoft Excel
Experience visualizing/presenting data for stakeholders
Experience working with and creating data architectures
Active TS/SCI with Polygraph security clearance required
Desired Qualifications:
Experience with statistical computer languages such as Python, SQL, R, etc. or willing to learn
Experience with Tableau or willing to learn
Experience with ELK Stack: Elastic, Logstash, Kibana
Understanding of Agile Project Management Approach
We are proud to be an EEO/AA employer Minorities/Women/Veterans/Disabled and other protected categories.
In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire."
424,Data Scientist,Meredith Corporation,,"Los Angeles, CA",3.6,"Job Title
Data Scientist
Job Description
Data Scientist
Company:
With over 25 million surveys collected annually from thousands of retailers worldwide, Bizrate Insights is one of the largest sources of verified customer-generated seller ratings and reviews, helping both retailers and consumers make informed decisions. Bizrate Insights’ core solutions cover online visitors and buyers as well as retail store buyers, allowing retailers of all sizes to build best-in-class customer experiences, gain competitive intelligence, and attract more qualified traffic.
We believe in hard work, kindness, dedication, accountability, helping each other, never stop learning, and getting stuff done. If you share those values and want to be part of a team that is fast paced as a startup but with rock-solid support from an industry leader, come join a team of like-minded, skilled professionals where you can learn and share your knowledge!
Los Angeles, CA candidates preferred, but we are open to Stamford, CT office if you are willing to work PST time zone hours.
Bizrate Insights is a member of Synapse Group, Inc, which is a Meredith company.
Why you should work with us:
Our biggest investment is in people like you. At Meredith, we offer comprehensive health benefits and 401k matching, plus career-boosting opportunities like tuition reimbursement, learning sessions and attendance at tech conferences to help you thrive.
For this role at Bizrate Insights, you can expect the fast-paced excitement of a startup with the rock-solid support from Meredith, an industry leader, with some nice perks on the side. If you are a passionate technologist who can get a lot done while having fun, come join a team of like-minded, skilled professionals where you can learn and share your knowledge!
You will be:
Participating in activities across the data science lifecycle: business case definition, data collection, cleaning, integration, analysis, visualization, feature engineering, modeling with machine learning algorithms, interpreting the models/results, and reporting.
Communicating and coordinating effectively with product managers, software engineers, analytical groups and customer-facing teams in an agile environment.
Working with data processing pipelines for analyzing gigabyte- to terabyte-scale data from multiple sources.
Designing actionable data products based on statistical analysis and machine learning methods and working on their deployment to enterprise systems to move the needle for business at Meredith / Bizrate Insights.
Learning continuously in the areas of data science, machine learning, ad technology, marketing operations, data ecosystems, content operations, social media analysis and industry standard measurements.
You have:
Degree in computer science, engineering, statistics, or other quantitative fields. (Master’s degree is preferred)
Solid understanding of popular machine learning algorithms including supervised, un-supervised, and semi-supervised ones. What is the difference between algorithms? What algorithm would you choose for a given problem and why? What are the pros and cons of these algorithms? What is cross validation, hold-out sample, RMSE, overfitting, bias, …?
Proficient in one or more core data science programming languages (Python) and the ability to become functional in emergent languages and APIs as needed (Java, Scala, …).
Practical experience of building a full cycle machine learning engine from cleansing data to training and hyper parameter optimization to methods for evaluating the accuracy to identifying the ways to improve the accuracy of the model.
Exposed to and experienced with state-of-the-art machine learning toolkits such as Spark ML, TensorFlow, scikit-learn, xgboost, NLP … preferably in Big Data frameworks (e.g. Apache Spark).
A self-learner with capability to switch from the independent contributor and leader of the project to a collaborative contributor on the team (and vice versa) depending on the demand of the project and availability of the resources.
Collaborate with stakeholders, partners and clients to ensure that all parties are aligned and supportive of the project's priorities, requirements, timeline and objectives.
Familiarity with the MapReduce paradigm and Apache Spark project.
Proficient with SQL as a means of gathering data from relational databases.
Practiced data manipulation and mining of structured and unstructured data.
Experience in visualizations for business stakeholders using a variety of visualization tools from MS Excel, libraries in Python.
Familiarity with AWS ecosystem is a plus.
It is the policy of Meredith to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, Meredith will provide reasonable accommodations for qualified individuals with disabilities. Accommodation requests can be made by emailing Meredith.Human.Resources@meredith.com .
Meredith requires employees entering its workplaces or performing work offsite to verify and provide proof of full COVID-19 vaccination. This is a condition of employment unless an applicant is eligible, under applicable law, for a medical or religious accommodation, or as otherwise required under applicable law.
Meredith participates in the federal E-Verify program to confirm the identity and employment authorization of all newly hired employees. For further information about the E-Verify program, please click here: http://www.uscis.gov/e-verify/employees
#NMG#"
425,Senior Data Scientist REMOTEPRODUCT – DATA SCIENCE,Recurly,,+3 locationsRemote,4.0,"REMOTE /
PRODUCT – DATA SCIENCE /
FULL TIME EXEMPT
Recurly is a well-established technology-driven SaaS-based company in the recurring billing space. We have a start-up company culture but have been in business for 10 years. We are continuing to make heads turn in the industry due to our technological advancement and innovative solutions.
As a Data Scientist at Recurly, you get to collaborate with a team of talented data scientists & analysts, product managers, engineers, and customer success managers to deliver innovative product solutions and research that will continue to solidify Recurly’s market position. Not only will you explore, connect, and produce insights with our data to grow Recurly’s business, but you will also build and deploy production-grade machine learning models that get incorporated into our core product offering. There is a lot more we can do with the volume of data we have, and you’ll play a key role from conception to launch.
Responsibilities
Build production-grade machine learning models to solve hard business problems in payment and subscription
Write production code to build services that deploy machine learning models. Coordinate with the Engineering and Ops teams to deploy new releases of machine learning models
Solve internal and external business problems by reframing them to enable algorithmic solutions; have a keen eye towards automating the process and output for common topics
Understand the breadth and depth of Recurly’s data set to create internal and external facing analyses and insights. Lead and support various ad hoc data analysis projects, as needed
Build Tableau/Looker dashboards to monitor key business metrics and present data insights in payment and subscription
Be a champion of data hygiene and establish processes to ensure high data integrity and quality
Be an expert on subscription business-related metrics and champion those metrics within the company
Identify patterns, troubleshoot issues, and have a holistic understanding of Recurly’s data structure
Continually refine business acumen and establish domain/industry vertical expertise
Requirements
Bachelors in a quantitative field (e.g. Data Science, Statistics, Computer Science, Mathematics, Physics, etc.). Machine Learning bootcamp or certification is a bonus point for Bachelors
At least 7 years of relevant working experience, with at least 4 years as a data scientist
Expert knowledge and demonstrable strong experience with Python, SQL
Relevant knowledge in machine learning algorithms Random Forest, Gradient Boosting, Logistic Regression, Time Series etc.
Experience deploying production-grade machine learning models (decision trees etc.)
Demonstrable experience with statistical analysis (A/B testing, exploratory data analysis using data visualization tools, anomaly detection)
Experience with building data dashboards and automation using Tableau/Looker or other visualization tools
Strong written and verbal communication skills
Strong user empathy to understand the real question behind a business request
Experience in leveraging proper data to communicate insights in an easy to understand manner
Know how to prioritize work and have the intuition to avoid analysis paralysis
Team oriented and able to collaborate with other stakeholders within the company to take an idea from conception to launch
Bonus Points
Masters in a quantitative field (e.g. Data Science, Statistics, Computer Science, Mathematics, Physics, etc.)
Background in fintech and subscription businesses
Experience deploying machine learning models in Cloud Platform (GCP)
Working knowledge of Git, Docker, BigQuery
States Recurly can hire from:
Arizona, California, Colorado, Georgia, Idaho, Illinois, Louisiana, Maryland, Minnesota, Massachusetts, Montana, New Jersey, New Mexico, New York, North Carolina Ohio, Oregon, Pennsylvania, Texas, South Carolina, Utah, Washington
Benefits
As a full-time employee, Recurly offers competitive benefits programs, perks and options designed to fit your needs and the needs of your family. We offer medical, dental and vision benefits and a menu from which to choose options that work best for you and eligible dependents. We also offer life insurance, short and long-term disability, hospital indemnity, critical illness coverage, employee accident protection, health savings account (HSA) & flexible spending account (FSA) options, employee assistance program, Legal and Pet Insurance.
*
Other perks may include: *
Optional remote work
401(k) Retirement Plan
Company equity
Flex Time Off
Company Events
Training/Development
Tuition reimbursement
Casual dress
Dog friendly office
Commuter benefits
Volunteer opportunities
Monthly internet stipend
*
About Recurly: *
Recurly, Inc. provides a versatile subscription management platform to manage the entire subscription lifecycle for market-leading brands worldwide. Subscription businesses such as Sling TV, BarkBox, FabFitFun, Cinemark and Fubo.tv depend on Recurly to harness the power of the subscription model and drive recurring revenue growth. Since its launch in 2009, Recurly has deployed subscription billing for thousands of companies across 42 countries. Our platform empowers billions of credit card transactions and has enabled customers to recover $450 million + in Revenue.
Recurly is backed by Accel-KKR, a leading technology-focused private equity firm with over $9 billion in capital commitments. The partnership offers Recurly access to significant capital and resources to make continued investments in technology and platform innovation and expand our go-to-market initiatives.
Offices located in San Francisco, California; Boulder, Colorado; New Orleans, Louisiana and Remote!
Recurly is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to gender, age, race, religion, or any other classification which is protected by applicable law. Recurly is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at talent@recurly.com
Job Type: Full-time"
